DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,chl,phy,ph,Celsius,spcond,do,turb,Salinity,MG,Enterococcus,E_coli,Ammonium (uM).x,Nitrate+nitrite (uM).x,Phosphate (uM).x,Total phosphorus (uM).x,Chlorophyll a (ug/L).x,Phaeophytin (ug/L).x,Ammonium (uM).y,Nitrate+nitrite (uM).y,Phosphate (uM).y,Total phosphorus (uM).y,Chlorophyll a (ug/L).y,Phaeophytin (ug/L).y
10/8/2017,29.94454545,67.82926829,71.82926829,0.11,87.2195122,29.91707317,9.963902439,69.12195122,208.2926829,26.33333333,14.53658537,2.060729167,0.948854167,8.1709375,19.895625,0.194322917,9.963125,2.713229167,5.193697825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/9/2017,29.96264151,69.54098361,70.80327869,0.48,96.06557377,29.93245902,6.23147541,70.03278689,177.0491803,29,10.03278689,1.9871875,1.007395833,8.035208333,20.19885417,0.198166667,9.609791667,2.8134375,5.266485012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/10/2017,29.93423077,62.88235294,73.55882353,0,71.14705882,29.90852941,9.985882353,67.05882353,279.1176471,19.6,11.67647059,1.812916667,0.984791667,8.065416667,20.76979167,0.200052083,9.571875,2.836770833,5.250772968,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/11/2017,30.15041667,53.9375,63.90625,0,70.6875,30.1225,9.845,58.25,173.125,NA,9.03125,2.081170213,1.000851064,8.006276596,20.47287234,0.200244681,9.546170213,2.621702128,5.292106739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/12/2017,30.39291667,42.5625,55.9375,0.01,61.125,30.3646875,9.985,49.28125,51.875,24.4,15.15625,1.9784375,0.949479167,7.845104167,19.58479167,0.217447917,9.145625,2.510416667,5.904978682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/13/2017,30.4625,46.25,55,0,73.125,30.435,9.985,50.5625,179.6774194,NA,10.71875,2.360833333,1.038229167,7.887395833,18.77197917,0.22309375,9.362395833,2.50625,6.18701609,0,NA,NA,0.4955,19.65,0.1575,1.12,10.75,10.91,0.4955,19.65,0.1575,1.12,10.75,10.91
10/14/2017,30.26533333,57.42105263,60.31578947,0.2,90.36842105,30.23763158,7.943421053,58.68421053,107.8378378,NA,3.368421053,2.5396875,1.13,7.881145833,18.4203125,0.224395833,9.476041667,2.490729167,6.278496535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2017,30.01729167,61.17857143,64.07142857,0,91.23214286,29.98375,5.200178571,62.26785714,157.8571429,30,8.714285714,2.3203125,1.072604167,7.8496875,18.515625,0.228208333,9.525416667,2.379375,6.37863302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/16/2017,29.84068966,50.24324324,61.94594595,0,66.16216216,29.81891892,9.987027027,55.89189189,280,25.5625,15.27027027,2.5134375,1.07375,7.8178125,18.40572917,0.234895833,9.355625,2.362291667,6.597832954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/17/2017,30.22666667,32.25,48.125,0,56.375,30.19875,9.95375,41.34375,268.3870968,21,10.375,2.628020833,1.123229167,7.949375,17.52125,0.234822917,9.652395833,2.522708333,6.738367447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/18/2017,30.23,39.78125,58.0625,0,53.15625,30.2025,9.985,49,236.7741935,23.5,10.53125,3.02625,1.22125,8.158229167,16.89270833,0.236125,10.338125,2.443541667,6.884028827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/19/2017,30.155,48.1875,61.21875,0,65.59375,30.1278125,9.763125,54.25,205,22.66666667,11.78125,3.534479167,1.264270833,8.2609375,16.71114583,0.236010417,10.70989583,2.533854167,6.910908153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/20/2017,30.01666667,42.03225806,63.51612903,0,49.06451613,29.99032258,9.986451613,52.90322581,269.3548387,23,13.16129032,4.174895833,1.319166667,8.3503125,16.62895833,0.242166667,10.919375,2.463125,7.120000828,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/21/2017,30.23291667,39.67741935,63.41935484,0,43.48387097,30.20516129,9.986451613,51.67741935,241.9354839,NA,7.225806452,4.1425,1.3203125,8.45375,16.710625,0.2414375,11.29989583,2.366145833,7.083402647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/22/2017,30.37928571,51.22857143,59.45714286,0,75.45714286,30.34971429,9.988,55,94.85714286,NA,5.628571429,4.017604167,1.243541667,8.483125,16.76572917,0.23775,11.4771875,2.352395833,6.956553433,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/23/2017,30.31777778,55.49056604,56.09433962,0,97.94339623,30.29132075,2.940833333,55.66037736,68.65384615,NA,4.113207547,4.072708333,1.160729167,8.416666667,16.58635417,0.240895833,11.28260417,2.086145833,7.086992985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/24/2017,30.00030303,63.34146341,67.73170732,0.06,86.31707317,29.97219512,9.915121951,65.02439024,152.195122,30.92307692,15.48780488,3.603854167,1.023854167,8.368958333,16.7846875,0.238322917,11.03072917,1.903541667,6.971590627,0,15,36.5,0.477,18.2,0.0849,1.81,17.7,10.2,0.477,18.2,0.0849,1.81,17.7,10.2
10/25/2017,29.74595238,64.66,66.34,2.01,94.28,29.717,7.453541667,65.12,160.6,33,12.84,3.691770833,0.939791667,8.080208333,17.59489583,0.228239583,10.06770833,2.2209375,6.523997756,0,647.5,729.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/26/2017,29.60653061,56.71929825,58.22807018,0.83,94.78947368,29.57789474,8.270526316,57.31578947,152.8070175,27.83333333,9.947368421,3.204583333,0.857916667,7.6703125,17.501875,0.207697917,9.104375,2.5884375,5.907840839,0,364,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/27/2017,29.94041667,38.65625,53.125,0,59.46875,29.9128125,9.985,46.21875,246.875,26.42857143,12.25,3.156770833,0.836770833,7.783229167,16.5903125,0.231395833,9.446770833,2.263020833,6.78607124,0,35.5,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/28/2017,30.05416667,47.4375,56.3125,0,73.4375,30.0265625,9.985,51.8125,192.8125,22,9.21875,3.882291667,0.92625,7.799270833,16.1165625,0.23340625,9.621145833,2.310208333,6.930260593,0,20,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/29/2017,29.83482759,56.67567568,58.64864865,0.24,93.21621622,29.81378378,9.000540541,57.40540541,126.2162162,28,13.48648649,4.775,1.003958333,7.737604167,15.976875,0.232177083,9.588645833,2.1784375,6.914983814,0,10,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2017,29.29217391,53.6,59.41818182,3.73,83.09090909,29.2922449,6.230363636,56.50909091,172.9090909,41.34285714,25.89090909,2.707708333,0.755,7.437916667,16.03697917,0.189166667,8.72,4.259479167,5.546536604,2.057,413,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2017,29.91958333,32.84375,52.65625,0,47.8125,29.891875,9.985,43.90625,241.5625,24.22222222,14.875,1.703389831,0.661525424,7.315762712,15.13237288,0.16020339,8.488135593,4.933220339,4.740992529,0,1700,2425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/1/2017,30.32083333,36.4375,48.4375,0,63.90625,30.2934375,9.985,43.21875,167.1875,NA,5.78125,NA,NA,NA,NA,NA,NA,NA,NA,0,805.5,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/2/2017,30.29,54,59.44117647,0,82.70588235,30.26264706,9.985882353,56.23529412,164.4117647,NA,9.235294118,NA,NA,NA,NA,NA,NA,NA,NA,0,249.5,547.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/3/2017,30.03875,57.25,64.5625,0.01,78.78125,30.0109375,9.985,60.1875,223.4375,27.33333333,12.8125,NA,NA,NA,NA,NA,NA,NA,NA,0,41.5,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/4/2017,30.29458333,33.65625,49.28125,0,55.4375,30.2675,9.985,42.5,241.9354839,27.57142857,11.1875,NA,NA,NA,NA,NA,NA,NA,NA,0,52,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2017,30.3162963,45.79411765,53.02941176,0,76.82352941,30.29382353,9.987647059,49.47058824,102.3529412,25,11.88235294,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2017,29.92076923,59.82978723,61.53191489,0.1,94.17021277,29.89723404,8.648510638,60.44680851,201.9565217,24.8,11.59574468,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9.695,39.1,1.36,2.045,1.855,3.035,9.695,39.1,1.36,2.045,1.855,3.035
11/7/2017,30.14645161,37.07692308,47.41025641,0,67.66666667,30.11307692,9.987692308,42.8974359,256.4102564,23.71428571,11.05128205,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2017,30.25151515,32.65853659,40.14634146,0.2,76.29268293,30.22195122,9.646829268,37.2195122,225.3658537,22,12.82926829,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/9/2017,30.21875,30.21875,40.90625,0,66.3125,30.1959375,9.985,36.5625,194.516129,NA,6.28125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/10/2017,30.02083333,23.8125,40.5625,0.02,57.40625,29.9878125,9.9225,35.3125,253.4375,32.30769231,16.34375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2017,30.4375,5.28125,28.34375,0,38,30.4053125,9.985,22.125,309.0322581,26,12.625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/2017,30.49958333,18.5625,35.15625,0,51.4375,30.473125,9.985,29.6875,254.6428571,NA,4.129032258,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/13/2017,30.36736842,35.60869565,39.43478261,0.17,86.2173913,30.34166667,9.113043478,37.82222222,274.673913,NA,7.293478261,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/14/2017,30.31407407,32.91428571,38.88571429,0,80.62857143,30.28657143,9.455428571,36.68571429,282,20,10.48571429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/15/2017,30.29,29.03125,39.21875,0,67.03125,30.2646875,9.985,35.1875,230,NA,8.875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/16/2017,29.85810811,40.48888889,44.37777778,0.45,86.66666667,29.852,8.145555556,42.8,137.7777778,24.5,7.311111111,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/17/2017,29.81333333,28.8125,41.5,0,62.4375,29.7796875,9.985,36.65625,291.875,28.82352941,17,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/18/2017,29.90166667,20.875,37.8125,0.01,51.71875,29.88,9.985,31.9375,210,NA,7.59375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2017,29.29853659,47.67346939,52.55102041,0.47,84.71428571,29.28,8.870816327,50.24489796,208.7755102,34.70588235,16.36734694,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/20/2017,29.79625,20.4375,38.5,0,49.03125,29.7590625,9.985,32.09375,264.1935484,29.88235294,18.0625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10.2,44.7,1.63,2.34,1.35,1.97,10.2,44.7,1.63,2.34,1.35,1.97
11/21/2017,30.05458333,28.78125,45.25,0,54.28125,30.026875,9.95375,38.34375,218.125,30.375,14.09375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/22/2017,29.89142857,45.82,48.98,1.52,89.68,29.8704,5.8504,47.48,185.8,31.5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/23/2017,29.97333333,21.4375,37.6875,0,53.28125,29.943125,9.985,31.84375,295.3125,26.5,12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/24/2017,29.98291667,23.46875,39.0625,0,54.59375,29.9553125,9.985,33.1875,242,NA,8.125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/25/2017,29.79166667,35.53125,46.28125,0,67.96875,29.7709375,9.985,41.28125,206.25,25,10.8125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/26/2017,29.73125,30.13793103,47.48275862,0,51.82758621,29.69896552,9.989655172,40.34482759,259.3103448,27.42857143,14.72413793,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/27/2017,29.92291667,23.03125,39.25,0,52.96875,29.89,9.985,33.25,264.0625,21.66666667,12.9375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/28/2017,30.37333333,15.6875,31,0,53.46875,30.341875,9.985,26.15625,263.8709677,19.5,9.375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/2017,30.07384615,38.3030303,49.66666667,0,68.15151515,30.05,9.987272727,44.63636364,245.4545455,30.75,16.09090909,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/30/2017,30.275,25.34375,38.875,0,58.75,30.249375,9.985,33.8125,247.8125,21.25,8.875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/1/2017,30.07482759,37.91891892,46.13513514,0.16,75.21621622,30.04702703,9.376216216,42.72972973,246.4864865,22.33333333,9.054054054,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/2/2017,30.27875,27.90625,39,0,64.84375,30.2496875,9.985,34.8125,226.25,NA,6.53125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2017,30.24458333,28.71875,39.3125,0,66.5,30.2171875,9.985,35.1875,219.6875,NA,5.0625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2017,30.40083333,30.64516129,38.87096774,0,72.80645161,30.37,9.986451613,35.48387097,209.6774194,NA,6.451612903,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10.3,62.7,1.97,2.04,2.19,1.92,10.3,62.7,1.97,2.04,2.19,1.92
12/5/2017,30.30875,37.97435897,42.20512821,0.03,85.28205128,30.29820513,8.928974359,40.41025641,149.4871795,24,11.64102564,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/6/2017,29.82451613,43.20512821,51.66666667,0.8,75.28205128,29.80025641,9.008717949,48.02564103,233.3333333,31.47058824,18.38461538,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/7/2017,29.91666667,22.125,39.15625,0,51.375,29.8890625,9.985,32.9375,251.5625,21.5,10.65625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/8/2017,30,19.1875,36.59375,0,49.96875,29.97,9.985,30.5625,242.1875,NA,10.78125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/2017,29.90527778,24.69767442,33.62790698,0.64,72.97674419,29.88162791,5.025581395,30.62790698,262.9268293,20,6.255813953,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/10/2017,29.72576923,27.08823529,33.11764706,0.21,79.52941176,29.69558824,7.163529412,30.91176471,287.0588235,22.83333333,12.11764706,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/11/2017,29.96458333,22.78125,34.21875,0,63.65625,29.9346875,9.985,30.15625,246.25,23.5,11.1875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/12/2017,29.64852941,33.5,40.33333333,0.02,77.88095238,29.65,9.964761905,37.73809524,147.1428571,21.5,9.880952381,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/13/2017,29.29517241,19.97297297,29.21621622,0.03,69.72972973,29.26378378,9.521081081,26.56756757,271.6216216,33.15789474,17.83783784,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/14/2017,29.63541667,8,24.46875,0,50.28125,29.5978125,9.731875,19.9375,271.875,27.71428571,15.71875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/15/2017,30.00958333,7.84375,21.8125,0,54.96875,29.9821875,9.985,18.25,229.375,23.6,9.28125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/16/2017,29.8872,15.39393939,27.12121212,0,62.21212121,29.8569697,9.732424242,23.63636364,266.0606061,24.625,12.72727273,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/17/2017,30.21958333,6.8125,25.40625,0,46.375,30.1875,9.985,20.5625,297.0967742,20.5,10.8125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2017,30.12466667,13.21052632,28.02631579,0,54.42105263,30.10684211,9.928421053,23.84210526,114.7368421,NA,3.657894737,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/19/2017,29.80153846,33.67647059,40.05882353,0,79.32352941,29.77676471,8.852058824,37.29411765,205,28,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/20/2017,29.71916667,23.4375,43.125,0,46.875,29.685625,9.985,35.8125,269.0625,26.55555556,16.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9.24,69.6,1.35,1.7,2.38,2.33,9.24,69.6,1.35,1.7,2.38,2.33
12/21/2017,30.09166667,11.6875,30.59375,0,45.625,30.0565625,9.985,24.8125,303.1034483,28.33333333,11.06451613,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/22/2017,30.32870968,16.38461538,27.82051282,0.05,64.33333333,30.30205128,8.425128205,24.53846154,182.3076923,NA,8.512820513,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/23/2017,30.06288889,29.16981132,30.11320755,0.89,96.43396226,30.03584906,2.322830189,29.94339623,275.7142857,NA,7.754716981,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/24/2017,30.07733333,29.28947368,35.47368421,0.02,78.63157895,30.03684211,9.699210526,33.05263158,296.5789474,19.5,9.289473684,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/25/2017,29.75296296,26.80952381,32.33333333,0.84,81.15873016,29.7415,6.248730159,30.30645161,170.4761905,29.56666667,19.26984127,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/2017,30.20833333,6.21875,25.3125,0,44.46875,30.1721875,9.985,20.1875,264,26.70588235,16.1875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/27/2017,30.4175,-0.290322581,17.58064516,0,45.38709677,30.39,9.986451613,13.77419355,278.0645161,22.66666667,13.58064516,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/28/2017,30.3696,-6.909090909,10.18181818,0,45.75757576,30.34393939,9.985454545,7.303030303,286.6666667,29.46666667,17.06060606,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2017,30.25583333,-6.40625,6.5,0,55.0625,30.231875,9.985,4.40625,292.1875,23.28571429,11.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/30/2017,30.05633333,2.236842105,11.97368421,0.02,65.10526316,30.03842105,7.253157895,10.02631579,249.7297297,22.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/31/2017,30.0575,1.21875,11.53125,0,64.34375,30.025,9.94625,9.53125,296.5625,25.16666667,14.03125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/1/2018,30.21583333,-9.8125,5.625,0,49.03125,30.18625,9.985,3.1875,296.25,26.83333333,16.90625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/2/2018,30.27,-4.625,10.09375,0,51.65625,30.2425,9.985,7.5,275.9375,23.5,12.46875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2018,30.245,6.516129032,20.77419355,0,54.38709677,30.21548387,9.986451613,17.06451613,229.3548387,29,11.22580645,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2018,29.38981481,21.20967742,26.09677419,1.25,82.82258065,29.49980769,3.704193548,24.72580645,277.0491803,37.33333333,20.87096774,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/5/2018,29.3575,4.638888889,17.30555556,0,57.77777778,29.33882353,7.917714286,14.44444444,274.7222222,38.17857143,25.47222222,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/6/2018,29.88291667,-8.625,8.53125,0,45.15625,29.8453125,8.6321875,5.65625,272.5806452,37.70833333,24.28125,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/2018,30.37833333,-12.61290323,5.193548387,0,43.22580645,30.3483871,9.986451613,2.838709677,278.7096774,28.07142857,16.09677419,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2018,30.15,8.3125,24.5625,0,50.15625,30.13125,9.95375,20.1875,221.25,26.33333333,16.90625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/9/2018,29.99125,23.96875,35.3125,0,65.40625,29.9596875,9.985,31.1875,251.5625,25.4,14.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/2018,30.40458333,17.9375,31.125,0,58.21875,30.3715625,9.985,26.8125,218.0645161,21,7.1875,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/11/2018,30.35655172,35.59459459,40.16216216,0,83.91891892,30.33081081,9.987027027,38.32432432,208.9189189,NA,12.08108108,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/12/2018,30.01510204,49.28070175,49.98245614,0.3,97.50877193,29.99666667,5.739038462,49.61403509,184.3859649,29.38461538,12.75438596,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2018,29.60714286,48.4,52.2,4.04,87.98,29.581,7.226875,50.7,215.6,31.5,20.06,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/2018,30.48,2.941176471,19.05882353,0,49.52941176,30.43852941,9.985882353,15.32352941,297.3529412,24.5,12.79411765,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/15/2018,30.69259259,4.828571429,15.88571429,0,62.54285714,30.66542857,8.466571429,13.37142857,347.7142857,23.66666667,14.17142857,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
